uniqueid,caseid,yearcase,wave,party_survey,party_elected,region,age,female,elecsys,pplist,parlame,parlsys,fidelit,munelec,concurr,needmps,needmps2,needmps_all,abusemp,presinf,colig,cprep,cppol,cplimit,cpurnas,cpfisio,cpcorr,cpslow,cpmps,cpcenter,cpswitch,cpgovern,cpcands,cpparl,impinst,dilemma,coalperc,believe,demands,imptmin,efforts,exparea,expmin,promise,pporg,econaid,success,nocomp,bases,elecamp,famtrad,carisma,expel,expel2,expel_all,others,ppswitch,ppswitc2,ppswitch_all,execut,clients,clients2,clients_all,ppvsreg,prescand,govcand,plenario,defideo,visitas,visitas2,visitas_all,pedidos,pedidos2,pedidos_all,destpp,destpp2,destpp_all,pork,pork2,pork_all,destcn,destcn2,destcn_all,entidade,entidad2,entidade_all,local,local2,local_all,boletins,tvradio,discplen,votplen,midiaele,intbill,amend,speaker,commiss,execpp,talkmil,fedbur,locbur,press,civsoc,mtsarney,mtcollor,favors,position,redtape,account,timevtr,timepref,timebill,timemisc,sarney,collor,itamar,cardoso1,cardoso2,lula,congress,partysys,coalgood,presscn,psdbpt,pds1980,pmdb1980,pp1980_80,pdt1980,pt1980,ptb1980,outro1980,np1980,arena1966,mdb1966,outro1966,np1966,vereador,depest,senador,depfed,prefvice,govvice,ministro,secest,family,elei1990,occup,dempmdb,dempfl,dempds,dempsdb,demprn,dempdt,demptb,dempt,dempl,dempcdb,dempdc,dempcb,dempsb,dempstu,econdev,socord,demcons,demcons2,demcons_all,ffaaint,ffaadem,ffaademnew,mindef,minciv,minciv2,minciv_all,extsni,lrclass,lrpmdb,lrdem,lrpcb,lrpcdob,lrpdc,lrpds,lrpdt,lrpfl,lrpl,lrpp,lrpp_ppb,lrppr,lrpps,lrpr,lrprn,lrpsb,lrpsd,lrpsdb,lrpsol,lrpstu,lrpt,lrptb,lrprb,lrsd,lrpsc,lrpros,lrrede,lrptn,lrpv,lrmdb,lrpsl,lrcid,lrrep,lrpode,lrnovo,lrsarney,lrcollor,lritamar,lrfhc,lrlula,lrdilma,lrtemer,lrbolsonaro,econlmr,gov2006,pres2006,vot1989_1,vot1989_2,renda,renda_5,inicpriv,inicpriv_5,govresp,govresp_5,concorr,concorr_5,getrich,getrich_5,trabvida,trabvida_5,enviro,saude,edfund,edsuper,infra,socpol,fiscal,flforpol,flallies,flviolence,fljudicial,flregulate,flrace,flpolref,flpreviden,flantipov,flanticorr,flgovrel,flsociety,flmonetary,dlforpol,dlallies,dlviol,dlinfra,dlrace,dlantpov,dlgender,dltecno,dlcorrup,dlgovrel,dlfiscal,dlcivsoc,dlmonet,dlhrmil,dlpetro,fpallies,fpecdev,fpinteg,fpauth,fpoecd,fpoecd2,fpoecd_all,china,onuseg,brfdi,bndes,cotaafro,cotrenda,casament,aborto,cotamulheres,valcrist,armas,tengoal1,tengoal2,currentgoal1,currentgoal2,othergoal1,othergoal2,bfpobre,bfpref,bfbase,bflula,bfmywin,polpop,polsocmed,polcong,polmedia,pcfiscal,pcinterv,pcredist,pcvalues,pm4,pm12,czideo,czideo.se,pweight,terms,authparty,cites,amends,approved,econlmr1990,mnclmr,agrlmr,lrlmr,diap,kinzo,reldisc,absdisc,econdiap,ideodiap,presdiap,bcdiap,jurodiap,evangel,diapstar,diaphist
4011,11,2001011,2001,14,14,5,10,0,2,1,1,NA,0,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,4,6,1,7,5,1,8,10,7,1,NA,1,NA,4,NA,2,4,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,1,NA,1,NA,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,7,7,NA,9,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,NA,NA,8,7,NA,-999,NA,7,7,6,5,4,NA,NA,5,NA,1,3,NA,NA,NA,0,NA,NA,4,4,NA,2,NA,6,5,NA,NA,1,NA,NA,5,9,8,NA,9,NA,6,NA,NA,5,NA,7,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02127979786624187,0.11727837843144016,0.7260101,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4113,113,2001113,2001,14,14,3,8,0,2,2,1,NA,0,NA,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,9,-999,-999,8,-999,7,9,8,8,3,NA,2,NA,3,NA,2,1,2,NA,1,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,8,6,NA,6,7,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,-999,9,NA,8,NA,4,9,3,7,3,NA,NA,4,NA,2,2,NA,NA,NA,1,NA,NA,2,2,NA,1,NA,5,7,NA,NA,1,NA,NA,2,10,8,NA,9,NA,4,NA,NA,2,NA,7,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11179711178829717,0.08899529416321326,0.7260101,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4097,97,2001097,2001,14,14,3,6,0,3,2,1,NA,1,NA,NA,2,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,6,1,2,5,1,1,1,1,8,3,NA,2,NA,1,NA,1,2,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,5,4,NA,5,4,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,NA,NA,6,6,NA,6,NA,4,7,7,4,4,NA,NA,4,NA,4,4,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,3,6,NA,NA,2,NA,NA,4,8,8,NA,9,NA,3,NA,NA,2,NA,6,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4613152080157641,0.1058654591077729,0.7260101,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4004,4,2001004,2001,14,25,3,2,0,2,1,1,NA,1,NA,NA,4,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,7,5,3,9,8,9,8,10,6,3,NA,2,NA,3,NA,2,4,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,1,NA,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,7,6,NA,8,5,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,5,8,NA,8,NA,5,8,8,8,6,NA,NA,5,NA,4,4,NA,NA,NA,0,NA,NA,1,1,NA,1,NA,-999,5,NA,NA,2,NA,NA,5,6,8,NA,10,NA,6,NA,NA,6,NA,7,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.30580640638026185,0.1271749175017955,0.7260101,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3130,6,2001006,2001,15,15,3,7,0,1,1,1,NA,1,NA,NA,3,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,1,5,1,9,1,6,3,7,6,3,NA,2,NA,2,NA,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,1,NA,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,7,7,NA,9,5,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,NA,NA,10,10,NA,10,NA,10,10,10,10,10,NA,NA,10,NA,4,4,NA,NA,NA,0,NA,NA,2,1,NA,1,NA,-999,4,NA,NA,1,NA,NA,2,9,9,NA,10,NA,3,NA,NA,2,NA,6,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2578782476292056,0.07962069752599202,0.936787225,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2053,9,2001009,2001,15,15,3,5,0,2,2,2,NA,0,NA,NA,4,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,6,3,1,2,2,8,8,5,9,1,NA,1,NA,1,NA,1,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,1,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,10,1,2,NA,6,6,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,NA,10,9,NA,6,NA,9,8,7,9,8,NA,NA,9,NA,3,3,NA,NA,NA,1,NA,NA,2,1,NA,1,NA,-999,3,NA,NA,-999,NA,NA,-999,-999,-999,NA,-999,NA,-999,NA,NA,-999,NA,-999,NA,NA,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4604988571806152,0.14549163777957494,0.936787225,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4100,100,2001100,2001,15,15,4,6,0,2,-999,1,NA,1,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,8,3,3,7,3,7,6,3,4,2,NA,1,NA,1,NA,1,3,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,4,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,6,6,NA,5,3,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,NA,NA,8,8,NA,8,NA,8,8,8,8,8,NA,NA,8,NA,4,4,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,8,6,NA,NA,2,NA,NA,4,10,8,NA,10,NA,6,NA,NA,2,NA,5,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5447660269757552,0.0920261908287495,0.936787225,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4090,90,2001090,2001,15,15,2,9,0,2,1,1,NA,1,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,NA,NA,2,NA,NA,8,8,5,5,5,8,9,10,10,1,NA,1,NA,3,NA,2,2,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,5,8,7,NA,7,6,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,NA,NA,8,6,NA,8,NA,7,7,8,8,7,NA,NA,7,NA,4,3,NA,NA,NA,0,NA,NA,1,1,NA,1,NA,4,5,NA,NA,1,NA,NA,3,7,5,NA,8,NA,3,NA,NA,1,NA,4,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02363544097621358,0.14378117816009767,0.936787225,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4123,123,2001123,2001,15,15,4,5,0,2,2,1,NA,1,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,6,-999,1,9,1,9,9,9,9,1,NA,1,NA,1,NA,1,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,7,7,NA,7,7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,NA,NA,8,4,NA,7,NA,7,8,7,8,5,NA,NA,7,NA,4,3,NA,NA,NA,0,NA,NA,1,4,NA,2,NA,4,5,NA,NA,1,NA,NA,5,7,7,NA,7,NA,4,NA,NA,4,NA,5,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46438986956100853,0.17357061132935822,0.936787225,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4085,85,2001085,2001,15,11,3,8,0,2,1,1,NA,1,NA,NA,3,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,8,7,3,8,7,10,8,8,10,2,NA,1,NA,2,NA,1,1,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,2,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,8,7,7,NA,-999,5,NA,NA,NA,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,10,10,NA,10,NA,10,10,10,10,10,NA,NA,10,NA,2,2,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,5,5,NA,NA,3,NA,NA,6,5,6,NA,7,NA,5,NA,NA,4,NA,5,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.078927140524904,0.37810993092410866,0.936787225,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4127,127,2001127,2001,15,15,4,10,0,2,2,1,NA,1,NA,NA,4,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8,NA,NA,3,4,1,8,3,2,2,9,9,2,NA,1,NA,1,NA,1,2,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,NA,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,8,6,3,NA,4,3,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,NA,NA,6,6,NA,6,NA,5,4,6,4,6,NA,NA,8,NA,4,4,NA,NA,NA,0,NA,NA,1,1,NA,1,NA,4,6,NA,NA,3,NA,NA,5,8,7,NA,8,NA,5,NA,NA,4,NA,6,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.609757650642971,0.16570429863157696,0.936787225,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4139,139,2001139,2001,15,15,3,5,0,2,1,1,NA,0,NA,NA,3,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,9,1,1,5,1,9,7,7,8,4,NA,2,NA,3,NA,2,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,4,3,NA,4,5,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,8,6,NA,7,NA,8,8,8,4,6,NA,NA,8,NA,4,3,NA,NA,NA,0,NA,NA,1,2,NA,1,NA,4,5,NA,NA,2,NA,NA,3,9,7,NA,9,NA,4,NA,NA,2,NA,8,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3323312146520204,0.12547970747892806,0.936787225,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4036,36,2001036,2001,15,15,5,4,1,2,1,2,NA,1,NA,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,10,10,1,9,3,10,10,10,10,2,NA,1,NA,1,NA,1,2,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,9,6,7,NA,9,9,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,NA,10,8,NA,8,NA,9,6,9,6,9,NA,NA,8,NA,4,1,NA,NA,NA,0,NA,NA,-999,1,NA,1,NA,4,4,NA,NA,1,NA,NA,3,9,8,NA,9,NA,3,NA,NA,2,NA,6,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2615117305663773,0.10656808273449318,0.936787225,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
