"","partido","microGap","Dimensão","Período"
"682","PT",0.11942069524076,"Liberal / Fundamentalismo adaptado","2005-2006"
"683","PT",0.108392459240945,"Liberal / Fundamentalismo adaptado","2005-2006"
"684","PT",0.260270321787804,"Liberal / Fundamentalismo adaptado","2005-2006"
"685","PT",0.195910357310719,"Liberal / Fundamentalismo adaptado","2005-2006"
"686","PTB",0.0866129552848328,"Liberal / Fundamentalismo adaptado","2005-2006"
"687","PT",0.15761721898929,"Liberal / Fundamentalismo adaptado","2005-2006"
"688","PT",0.420745153554726,"Liberal / Fundamentalismo adaptado","2005-2006"
"689","PSDB",0.242749905898753,"Liberal / Fundamentalismo adaptado","2005-2006"
"690","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"691","PDT",0.0587232536536461,"Liberal / Fundamentalismo adaptado","2005-2006"
"692","PSDB",0.0627906046007211,"Liberal / Fundamentalismo adaptado","2005-2006"
"693","PT",0.485977159226606,"Liberal / Fundamentalismo adaptado","2005-2006"
"694","PT",0.143164252838931,"Liberal / Fundamentalismo adaptado","2005-2006"
"695","PT",0.0417488439882273,"Liberal / Fundamentalismo adaptado","2005-2006"
"696","PT",0.0817607201403842,"Liberal / Fundamentalismo adaptado","2005-2006"
"697","PMDB",0.147004109461633,"Liberal / Fundamentalismo adaptado","2005-2006"
"698","PFL",0.241512211950943,"Liberal / Fundamentalismo adaptado","2005-2006"
"699","PT",0.214938997353507,"Liberal / Fundamentalismo adaptado","2005-2006"
"700","PMDB",0.458712256904992,"Liberal / Fundamentalismo adaptado","2005-2006"
"701","PMDB",0.312787005861327,"Liberal / Fundamentalismo adaptado","2005-2006"
"702","PDT",0.0837832982855677,"Liberal / Fundamentalismo adaptado","2005-2006"
"703","PMDB",0.284838779727016,"Liberal / Fundamentalismo adaptado","2005-2006"
"704","PT",0.260962009511982,"Liberal / Fundamentalismo adaptado","2005-2006"
"705","PT",0.297325766161423,"Liberal / Fundamentalismo adaptado","2005-2006"
"706","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"707","PSDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"708","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"709","PT",0.0572100836881309,"Liberal / Fundamentalismo adaptado","2005-2006"
"710","PT",0.468732219355261,"Liberal / Fundamentalismo adaptado","2005-2006"
"711","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"712","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"713","PT",0.409897271025529,"Liberal / Fundamentalismo adaptado","2005-2006"
"714","PT",0.213155297182065,"Liberal / Fundamentalismo adaptado","2005-2006"
"715","PMDB",0.407067614026264,"Liberal / Fundamentalismo adaptado","2005-2006"
"716","PT",0.470515919526703,"Liberal / Fundamentalismo adaptado","2005-2006"
"717","PT",0.00472505184679256,"Liberal / Fundamentalismo adaptado","2005-2006"
"718","PT",0.456658026527623,"Liberal / Fundamentalismo adaptado","2005-2006"
"719","PT",0.456658026527623,"Liberal / Fundamentalismo adaptado","2005-2006"
"720","PT",0.230675713071116,"Liberal / Fundamentalismo adaptado","2005-2006"
"721","PT",0.188629875124406,"Liberal / Fundamentalismo adaptado","2005-2006"
"722","PFL",0.238400641096383,"Liberal / Fundamentalismo adaptado","2005-2006"
"723","PT",0.00309005291378373,"Liberal / Fundamentalismo adaptado","2005-2006"
"724","PT",0.00167200549535607,"Liberal / Fundamentalismo adaptado","2005-2006"
"725","PT",0.0199157613407697,"Liberal / Fundamentalismo adaptado","2005-2006"
"726","PT",0.0165287144685038,"Liberal / Fundamentalismo adaptado","2005-2006"
"727","PT",0.10680049618949,"Liberal / Fundamentalismo adaptado","2005-2006"
"728","PT",0.18589039486045,"Liberal / Fundamentalismo adaptado","2005-2006"
"729","PT",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"730","PT",0.101995401898796,"Liberal / Fundamentalismo adaptado","2005-2006"
"731","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"732","PT",0.0861213685921237,"Liberal / Fundamentalismo adaptado","2005-2006"
"733","PT",0.405829920078454,"Liberal / Fundamentalismo adaptado","2005-2006"
"734","PT",0.0113252299582967,"Liberal / Fundamentalismo adaptado","2005-2006"
"735","PT",0.412328537805281,"Liberal / Fundamentalismo adaptado","2005-2006"
"736","PFL",0.257574962639716,"Liberal / Fundamentalismo adaptado","2005-2006"
"737","PFL",0.0986985317618395,"Liberal / Fundamentalismo adaptado","2005-2006"
"738","PT",0.00309005291378373,"Liberal / Fundamentalismo adaptado","2005-2006"
"739","PFL",0.297325766161423,"Liberal / Fundamentalismo adaptado","2005-2006"
"740","PT",0.375964781155839,"Liberal / Fundamentalismo adaptado","2005-2006"
"741","PT",0.00445452164086596,"Liberal / Fundamentalismo adaptado","2005-2006"
"742","PFL",0.18236603039912,"Liberal / Fundamentalismo adaptado","2005-2006"
"743","PFL",0.273628264182692,"Liberal / Fundamentalismo adaptado","2005-2006"
"744","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"745","PFL",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"746","PFL",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"747","PSDB",0.328248245561231,"Liberal / Fundamentalismo adaptado","2005-2006"
"748","PSDB",0.0952202229199501,"Liberal / Fundamentalismo adaptado","2005-2006"
"749","PSDB",0.00445452164086596,"Liberal / Fundamentalismo adaptado","2005-2006"
"750","PT",0.470515919526703,"Liberal / Fundamentalismo adaptado","2005-2006"
"751","PT",0.247555000189447,"Liberal / Fundamentalismo adaptado","2005-2006"
"752","PT",0.285251573333786,"Liberal / Fundamentalismo adaptado","2005-2006"
"753","PT",0.214938997353507,"Liberal / Fundamentalismo adaptado","2005-2006"
"754","PT",0.357842854277919,"Liberal / Fundamentalismo adaptado","2005-2006"
"755","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"756","PSDB",0.258211145598657,"Liberal / Fundamentalismo adaptado","2005-2006"
"757","PMDB",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"758","PMDB",0.072389409532739,"Liberal / Fundamentalismo adaptado","2005-2006"
"759","PSDB",0.23040023705341,"Liberal / Fundamentalismo adaptado","2005-2006"
"760","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"761","PMDB",0.270560814444,"Liberal / Fundamentalismo adaptado","2005-2006"
"762","PSDB",0.297415942896732,"Liberal / Fundamentalismo adaptado","2005-2006"
"763","PSDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"764","PT",0.185698657740463,"Liberal / Fundamentalismo adaptado","2005-2006"
"765","PFL",0.149706991681626,"Liberal / Fundamentalismo adaptado","2005-2006"
"766","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"767","PT",0.0494673341759043,"Liberal / Fundamentalismo adaptado","2005-2006"
"768","PSDB",0.0110067180590377,"Liberal / Fundamentalismo adaptado","2005-2006"
"769","PT",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"770","PT",0.250930663412344,"Liberal / Fundamentalismo adaptado","2005-2006"
"771","PT",0.372667911018882,"Liberal / Fundamentalismo adaptado","2005-2006"
"772","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"773","PMDB",0.134065398511105,"Liberal / Fundamentalismo adaptado","2005-2006"
"774","PT",0.312787005861327,"Liberal / Fundamentalismo adaptado","2005-2006"
"775","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"776","PMDB",0.389912850890228,"Liberal / Fundamentalismo adaptado","2005-2006"
"777","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"778","PT",0.170519331895855,"Liberal / Fundamentalismo adaptado","2005-2006"
"779","PT",0.535657748463274,"Liberal / Fundamentalismo adaptado","2005-2006"
"780","PT",0.247273086334151,"Liberal / Fundamentalismo adaptado","2005-2006"
"781","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"782","PT",0.520286685498679,"Liberal / Fundamentalismo adaptado","2005-2006"
"783","PSDB",0.453361156390666,"Liberal / Fundamentalismo adaptado","2005-2006"
"784","PT",0.0762387237309181,"Liberal / Fundamentalismo adaptado","2005-2006"
"785","PFL",0.467494525407451,"Liberal / Fundamentalismo adaptado","2005-2006"
"786","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"787","PSDB",0.173258812159811,"Liberal / Fundamentalismo adaptado","2005-2006"
"788","PT",0.0880423863526292,"Liberal / Fundamentalismo adaptado","2005-2006"
"789","PT",0.304960517451382,"Liberal / Fundamentalismo adaptado","2005-2006"
"790","PT",0.485886982491298,"Liberal / Fundamentalismo adaptado","2005-2006"
"791","PSDB",0.196456363534351,"Liberal / Fundamentalismo adaptado","2005-2006"
"792","PSDB",0.362647948568613,"Liberal / Fundamentalismo adaptado","2005-2006"
"793","PFL",0.232093760489543,"Liberal / Fundamentalismo adaptado","2005-2006"
"794","PT",0.0307206079884127,"Liberal / Fundamentalismo adaptado","2005-2006"
"795","PSDB",0.211371597010623,"Liberal / Fundamentalismo adaptado","2005-2006"
"796","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"797","PT",0.0569281698328354,"Liberal / Fundamentalismo adaptado","2005-2006"
"798","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"799","PT",0.28186452646152,"Liberal / Fundamentalismo adaptado","2005-2006"
"800","PMDB",0.143164252838931,"Liberal / Fundamentalismo adaptado","2005-2006"
"801","PSDB",0.0110067180590377,"Liberal / Fundamentalismo adaptado","2005-2006"
"802","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"803","PSDB",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"804","PMDB",0.347006355398091,"Liberal / Fundamentalismo adaptado","2005-2006"
"805","PT",0.0199157613407697,"Liberal / Fundamentalismo adaptado","2005-2006"
"806","PSDB",0.0972219598402879,"Liberal / Fundamentalismo adaptado","2005-2006"
"807","PFL",0.293578012347922,"Liberal / Fundamentalismo adaptado","2005-2006"
"808","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"809","PDT",0.0110067180590377,"Liberal / Fundamentalismo adaptado","2005-2006"
"810","PT",0.313152658614341,"Liberal / Fundamentalismo adaptado","2005-2006"
"811","PMDB",0.115379643922594,"Liberal / Fundamentalismo adaptado","2005-2006"
"812","PMDB",0.106789112540121,"Liberal / Fundamentalismo adaptado","2005-2006"
"813","PSDB",0.420654976819417,"Liberal / Fundamentalismo adaptado","2005-2006"
"814","PT",0.403500213683381,"Liberal / Fundamentalismo adaptado","2005-2006"
"815","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"816","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"817","PT",0.353729447711404,"Liberal / Fundamentalismo adaptado","2005-2006"
"818","PT",0.202864804525869,"Liberal / Fundamentalismo adaptado","2005-2006"
"819","PT",0.192251694998212,"Liberal / Fundamentalismo adaptado","2005-2006"
"820","PT",0.0537724778624064,"Liberal / Fundamentalismo adaptado","2005-2006"
"821","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"822","PT",0.0165287144685038,"Liberal / Fundamentalismo adaptado","2005-2006"
"823","PT",0.326194015183862,"Liberal / Fundamentalismo adaptado","2005-2006"
"824","PT",0.0662994804404806,"Liberal / Fundamentalismo adaptado","2005-2006"
"825","PT",0.343619308525826,"Liberal / Fundamentalismo adaptado","2005-2006"
"826","PT",0.0589937838595727,"Liberal / Fundamentalismo adaptado","2005-2006"
"827","PT",0.11942069524076,"Liberal / Fundamentalismo adaptado","2005-2006"
"828","PSDB",0.201627110578059,"Liberal / Fundamentalismo adaptado","2005-2006"
"829","PT",0.441377140298337,"Liberal / Fundamentalismo adaptado","2005-2006"
"830","PT",0.467494525407451,"Liberal / Fundamentalismo adaptado","2005-2006"
"831","PT",0.383870062651724,"Liberal / Fundamentalismo adaptado","2005-2006"
"832","PT",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"833","PT",0.456658026527623,"Liberal / Fundamentalismo adaptado","2005-2006"
"834","PT",0.0972333434896567,"Liberal / Fundamentalismo adaptado","2005-2006"
"835","PDT",0.47381278966366,"Liberal / Fundamentalismo adaptado","2005-2006"
"836","PMDB",0.418961453383284,"Liberal / Fundamentalismo adaptado","2005-2006"
"837","PMDB",0.329761415526746,"Liberal / Fundamentalismo adaptado","2005-2006"
"838","PDT",0.128803389497774,"Liberal / Fundamentalismo adaptado","2005-2006"
"839","PSDB",0.131633046497039,"Liberal / Fundamentalismo adaptado","2005-2006"
"840","PT",0.312787005861327,"Liberal / Fundamentalismo adaptado","2005-2006"
"841","PDT",0.228346006676042,"Liberal / Fundamentalismo adaptado","2005-2006"
"842","PTB",0.200023763877235,"Liberal / Fundamentalismo adaptado","2005-2006"
"843","PSDB",0.419507459606916,"Liberal / Fundamentalismo adaptado","2005-2006"
"844","PMDB",0.149706991681626,"Liberal / Fundamentalismo adaptado","2005-2006"
"845","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"846","PT",0.0856100343385632,"Liberal / Fundamentalismo adaptado","2005-2006"
"847","PT",0.331222498826727,"Liberal / Fundamentalismo adaptado","2005-2006"
"848","PT",0.288040527316886,"Liberal / Fundamentalismo adaptado","2005-2006"
"849","PDT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"850","PT",0.23040023705341,"Liberal / Fundamentalismo adaptado","2005-2006"
"851","PDT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"852","PMDB",0.297325766161423,"Liberal / Fundamentalismo adaptado","2005-2006"
"853","PT",0.134245751981723,"Liberal / Fundamentalismo adaptado","2005-2006"
"854","PMDB",0.328248245561231,"Liberal / Fundamentalismo adaptado","2005-2006"
"855","PMDB",0.325191094237593,"Liberal / Fundamentalismo adaptado","2005-2006"
"856","PMDB",0.420745153554726,"Liberal / Fundamentalismo adaptado","2005-2006"
"857","PT",0.358810018019803,"Liberal / Fundamentalismo adaptado","2005-2006"
"858","PT",0.0199157613407697,"Liberal / Fundamentalismo adaptado","2005-2006"
"859","PT",0.312787005861327,"Liberal / Fundamentalismo adaptado","2005-2006"
"860","PMDB",0.312787005861327,"Liberal / Fundamentalismo adaptado","2005-2006"
"861","PT",0.0554987387650388,"Liberal / Fundamentalismo adaptado","2005-2006"
"862","PT",0.182598470535272,"Liberal / Fundamentalismo adaptado","2005-2006"
"863","PT",0.0956299967888327,"Liberal / Fundamentalismo adaptado","2005-2006"
"864","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"865","PMDB",0.467494525407451,"Liberal / Fundamentalismo adaptado","2005-2006"
"866","PT",0.443251017205088,"Liberal / Fundamentalismo adaptado","2005-2006"
"867","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"868","PT",0.199843410406617,"Liberal / Fundamentalismo adaptado","2005-2006"
"869","PT",0.211191243540005,"Liberal / Fundamentalismo adaptado","2005-2006"
"870","PSDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"871","PSDB",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"872","PFL",0.503131922362643,"Liberal / Fundamentalismo adaptado","2005-2006"
"873","PSDB",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"874","PT",0.36594481870557,"Liberal / Fundamentalismo adaptado","2005-2006"
"875","PT",0.105016796018048,"Liberal / Fundamentalismo adaptado","2005-2006"
"876","PMDB",0.185698657740463,"Liberal / Fundamentalismo adaptado","2005-2006"
"877","PT",0.0663580049436046,"Liberal / Fundamentalismo adaptado","2005-2006"
"878","PFL",0.0201074984607562,"Liberal / Fundamentalismo adaptado","2005-2006"
"879","PDT",0.451577456219224,"Liberal / Fundamentalismo adaptado","2005-2006"
"880","PDT",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"881","PT",0.309729854537689,"Liberal / Fundamentalismo adaptado","2005-2006"
"882","PDT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"883","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"884","PT",0.231721669898939,"Liberal / Fundamentalismo adaptado","2005-2006"
"885","PDT",0.139314938640752,"Liberal / Fundamentalismo adaptado","2005-2006"
"886","PT",0.216260430199035,"Liberal / Fundamentalismo adaptado","2005-2006"
"887","PSDB",0.277149608906135,"Liberal / Fundamentalismo adaptado","2005-2006"
"888","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"889","PT",0.337486343552013,"Liberal / Fundamentalismo adaptado","2005-2006"
"890","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"891","PT",0.47381278966366,"Liberal / Fundamentalismo adaptado","2005-2006"
"892","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"893","PT",0.0158955512474498,"Liberal / Fundamentalismo adaptado","2005-2006"
"894","PDT",0.0688680648092959,"Liberal / Fundamentalismo adaptado","2005-2006"
"895","PMDB",0.0200961148113873,"Liberal / Fundamentalismo adaptado","2005-2006"
"896","PT",0.0784321977712424,"Liberal / Fundamentalismo adaptado","2005-2006"
"897","PT",0.0813192940393167,"Liberal / Fundamentalismo adaptado","2005-2006"
"898","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"899","PT",0.239771547661055,"Liberal / Fundamentalismo adaptado","2005-2006"
"900","PMDB",0.22605097225104,"Liberal / Fundamentalismo adaptado","2005-2006"
"901","PMDB",0.420654976819417,"Liberal / Fundamentalismo adaptado","2005-2006"
"902","PSDB",0.254878518257314,"Liberal / Fundamentalismo adaptado","2005-2006"
"903","PT",0.239771547661055,"Liberal / Fundamentalismo adaptado","2005-2006"
"904","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"905","PT",0.289089503882596,"Liberal / Fundamentalismo adaptado","2005-2006"
"906","PT",0.48954455956949,"Liberal / Fundamentalismo adaptado","2005-2006"
"907","PSDB",0.403500213683381,"Liberal / Fundamentalismo adaptado","2005-2006"
"908","PT",0.403854482787026,"Liberal / Fundamentalismo adaptado","2005-2006"
"909","PT",0.307345728611693,"Liberal / Fundamentalismo adaptado","2005-2006"
"910","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"911","PT",0.0279339868707015,"Liberal / Fundamentalismo adaptado","2005-2006"
"912","PMDB",0.275911914958325,"Liberal / Fundamentalismo adaptado","2005-2006"
"913","PT",0.166951931552972,"Liberal / Fundamentalismo adaptado","2005-2006"
"914","PT",0.390458857113859,"Liberal / Fundamentalismo adaptado","2005-2006"
"915","PT",0.176826212502695,"Liberal / Fundamentalismo adaptado","2005-2006"
"916","PTB",0.163840360698411,"Liberal / Fundamentalismo adaptado","2005-2006"
"917","PFL",0.0939037358862003,"Liberal / Fundamentalismo adaptado","2005-2006"
"918","PDT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"919","PT",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"920","PT",0.150061260785271,"Liberal / Fundamentalismo adaptado","2005-2006"
"921","PT",0.387437462994608,"Liberal / Fundamentalismo adaptado","2005-2006"
"922","PMDB",0.185698657740463,"Liberal / Fundamentalismo adaptado","2005-2006"
"923","PT",0.165667096751407,"Liberal / Fundamentalismo adaptado","2005-2006"
"924","PT",0.467494525407451,"Liberal / Fundamentalismo adaptado","2005-2006"
"925","PT",0.419417282871607,"Liberal / Fundamentalismo adaptado","2005-2006"
"926","PT",0.0849852350289915,"Liberal / Fundamentalismo adaptado","2005-2006"
"927","PT",0.0421575326227951,"Liberal / Fundamentalismo adaptado","2005-2006"
"928","PT",0.11942069524076,"Liberal / Fundamentalismo adaptado","2005-2006"
"929","PT",0.275365908734693,"Liberal / Fundamentalismo adaptado","2005-2006"
"930","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"931","PFL",0.390188326907933,"Liberal / Fundamentalismo adaptado","2005-2006"
"932","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"933","PT",0.297871772385055,"Liberal / Fundamentalismo adaptado","2005-2006"
"934","PT",0.289089503882596,"Liberal / Fundamentalismo adaptado","2005-2006"
"935","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"936","PT",0.173816202032812,"Liberal / Fundamentalismo adaptado","2005-2006"
"937","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"938","PT",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"939","PTB",0.455054679826799,"Liberal / Fundamentalismo adaptado","2005-2006"
"940","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"941","PSDB",0.551209164898487,"Liberal / Fundamentalismo adaptado","2005-2006"
"942","PT",0.191651269243658,"Liberal / Fundamentalismo adaptado","2005-2006"
"943","PSDB",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"944","PT",0.370884210847441,"Liberal / Fundamentalismo adaptado","2005-2006"
"945","PT",0.278206949383327,"Liberal / Fundamentalismo adaptado","2005-2006"
"946","PSDB",0.214938997353507,"Liberal / Fundamentalismo adaptado","2005-2006"
"947","PSDB",0.391606374326361,"Liberal / Fundamentalismo adaptado","2005-2006"
"948","PMDB",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"949","PMDB",0.0199157613407697,"Liberal / Fundamentalismo adaptado","2005-2006"
"950","PMDB",0.504735269063467,"Liberal / Fundamentalismo adaptado","2005-2006"
"951","PT",0.165443707399235,"Liberal / Fundamentalismo adaptado","2005-2006"
"952","PT",0.482955765107355,"Liberal / Fundamentalismo adaptado","2005-2006"
"953","PFL",0.145357726879256,"Liberal / Fundamentalismo adaptado","2005-2006"
"954","PT",0.143664203443123,"Liberal / Fundamentalismo adaptado","2005-2006"
"955","PT",0.479844194252794,"Liberal / Fundamentalismo adaptado","2005-2006"
"956","PT",0.369646516899631,"Liberal / Fundamentalismo adaptado","2005-2006"
"957","PT",0.297325766161423,"Liberal / Fundamentalismo adaptado","2005-2006"
"958","PT",0.00445452164086596,"Liberal / Fundamentalismo adaptado","2005-2006"
"959","PT",0.549425464727045,"Liberal / Fundamentalismo adaptado","2005-2006"
"960","PT",0.0124183276398751,"Liberal / Fundamentalismo adaptado","2005-2006"
"961","PT",0.518593162062547,"Liberal / Fundamentalismo adaptado","2005-2006"
"962","PSDB",0.329941768997364,"Liberal / Fundamentalismo adaptado","2005-2006"
"963","PTB",0.322806968311597,"Liberal / Fundamentalismo adaptado","2005-2006"
"964","PMDB",0.482955765107355,"Liberal / Fundamentalismo adaptado","2005-2006"
